CustomerID,CustomerName,Segment,City,RegistrationDate
C1109,Customer_109,Retail,Shymkent,2024-03-08
C1110,Customer_110,Retail,Almaty,2024-02-19
C1111,Customer_111,Retail,Almaty,2024-05-30
C1112,Customer_112,VIP,Karaganda,2024-11-22
C1113,Customer_113,Corporate,Shymkent,2025-10-25
C1114,Customer_114,Corporate,Shymkent,2024-01-21
C1115,Customer_115,Corporate,Shymkent,2025-05-09
C1116,Customer_116,Corporate,Shymkent,2025-06-25
C1117,Customer_117,Retail,Almaty,2025-10-07
C1118,Customer_118,Corporate,Almaty,2025-09-28
C1119,Customer_119,Retail,Astana,2025-11-14
C1120,Customer_120,Corporate,Astana,2025-03-24
C1121,Customer_121,Corporate,Shymkent,2025-06-16
C1122,Customer_122,Retail,Shymkent,2025-05-10
C1123,Customer_123,Retail,Shymkent,2025-07-11
C1124,Customer_124,Retail,Astana,2024-08-14
C1125,Customer_125,Retail,Karaganda,2025-01-25
C1126,Customer_126,Corporate,Karaganda,2025-09-10
C1127,Customer_127,Corporate,Astana,2025-10-08
C1128,Customer_128,Retail,Astana,2025-04-27
C1129,Customer_129,Retail,Astana,2024-01-14
C1130,Customer_130,Retail,Astana,2024-11-06
C1131,Customer_131,Retail,Astana,2024-04-06
C1132,Customer_132,Retail,Astana,2024-05-04
C1133,Customer_133,Retail,Shymkent,2025-05-26
C1134,Customer_134,VIP,Shymkent,2024-05-21
C1135,Customer_135,Retail,Shymkent,2025-08-01
C1136,Customer_136,Retail,Shymkent,2025-02-05
C1137,Customer_137,Corporate,Astana,2025-01-17
C1138,Customer_138,Retail,Karaganda,2024-08-06
C1139,Customer_139,VIP,Almaty,2024-08-17
C1140,Customer_140,VIP,Astana,2025-10-25
C1141,Customer_141,Retail,Almaty,2024-10-02
C1142,Customer_142,Retail,Karaganda,2024-11-24
C1143,Customer_143,Retail,Shymkent,2024-08-01
C1144,Customer_144,Retail,Karaganda,2024-09-20
C1145,Customer_145,Retail,Astana,2025-07-12
C1146,Customer_146,Corporate,Shymkent,2025-06-29
C1147,Customer_147,Retail,Astana,2024-08-07
C1148,Customer_148,Retail,Shymkent,2024-11-24
C1149,Customer_149,Retail,Almaty,2024-06-02
C1150,Customer_150,VIP,Almaty,2025-03-08
C1151,Customer_151,Retail,Almaty,2025-01-23
C1152,Customer_152,Retail,Karaganda,2025-08-24
C1153,Customer_153,Retail,Astana,2024-09-12
C1154,Customer_154,VIP,Karaganda,2024-04-29
C1155,Customer_155,Retail,Almaty,2025-02-02
C1156,Customer_156,Corporate,Astana,2025-02-16
C1157,Customer_157,Corporate,Almaty,2025-01-18
C1158,Customer_158,Retail,Karaganda,2024-05-18
C1159,Customer_159,Corporate,Karaganda,2025-02-11
C1160,Customer_160,Retail,Karaganda,2024-09-19
C1161,Customer_161,Corporate,Almaty,2024-02-23
C1162,Customer_162,Corporate,Astana,2024-11-27
C1163,Customer_163,Retail,Astana,2025-09-19
C1164,Customer_164,Retail,Almaty,2025-10-01
C1165,Customer_165,Corporate,Astana,2025-06-04
C1166,Customer_166,Retail,Almaty,2024-10-22
C1167,Customer_167,Retail,Astana,2024-10-13
C1168,Customer_168,Retail,Shymkent,2025-07-14
C1169,Customer_169,Retail,Shymkent,2025-03-19
C1170,Customer_170,Corporate,Karaganda,2025-08-30
C1171,Customer_171,Retail,Shymkent,2025-04-06
C1172,Customer_172,Retail,Shymkent,2024-08-23
C1173,Customer_173,Retail,Shymkent,2025-06-10
C1174,Customer_174,Corporate,Almaty,2025-07-11
C1175,Customer_175,Retail,Shymkent,2024-06-30
C1176,Customer_176,Corporate,Shymkent,2025-11-15
C1177,Customer_177,Retail,Karaganda,2025-03-10
C1178,Customer_178,VIP,Shymkent,2024-05-22
C1179,Customer_179,Retail,Shymkent,2024-04-09
C1180,Customer_180,Retail,Astana,2025-06-05
C1181,Customer_181,Retail,Karaganda,2024-08-16
C1182,Customer_182,VIP,Karaganda,2024-03-14
C1183,Customer_183,Corporate,Karaganda,2025-08-01
C1184,Customer_184,Retail,Karaganda,2025-09-26
C1185,Customer_185,Corporate,Karaganda,2025-10-07
C1186,Customer_186,Corporate,Karaganda,2025-06-28
C1187,Customer_187,Retail,Almaty,2024-04-19
C1188,Customer_188,Retail,Shymkent,2024-06-23
C1189,Customer_189,Retail,Karaganda,2025-09-14
C1190,Customer_190,Retail,Shymkent,2024-06-10
C1191,Customer_191,Corporate,Shymkent,2025-06-16
C1192,Customer_192,VIP,Almaty,2025-11-25
C1193,Customer_193,Corporate,Karaganda,2024-05-19
C1194,Customer_194,Retail,Astana,2024-01-28
C1195,Customer_195,Retail,Almaty,2025-09-24
C1196,Customer_196,Corporate,Astana,2025-06-23
C1197,Customer_197,Corporate,Shymkent,2025-06-01
C1198,Customer_198,Corporate,Shymkent,2024-09-09
C1199,Customer_199,Corporate,Almaty,2024-05-10
C1200,Customer_200,Corporate,Almaty,2024-10-30
C1201,Customer_201,Retail,Astana,2025-01-23
C1202,Customer_202,Retail,Karaganda,2025-08-21
C1203,Customer_203,Corporate,Astana,2025-07-08
C1204,Customer_204,Corporate,Almaty,2024-10-11
C1205,Customer_205,Retail,Astana,2024-11-07
C1206,Customer_206,Retail,Almaty,2025-11-23
C1207,Customer_207,Corporate,Astana,2025-01-16
C1208,Customer_208,Retail,Almaty,2024-02-13
C1209,Customer_209,Retail,Almaty,2024-05-03
C1210,Customer_210,Retail,Almaty,2025-05-19
C1211,Customer_211,Corporate,Karaganda,2024-01-13
C1212,Customer_212,Corporate,Astana,2024-04-30
C1213,Customer_213,Retail,Astana,2025-03-18
C1214,Customer_214,Corporate,Astana,2025-01-15
C1215,Customer_215,Retail,Almaty,2024-07-05
C1216,Customer_216,Retail,Astana,2025-05-10
C1217,Customer_217,Corporate,Astana,2025-01-27
C1218,Customer_218,Corporate,Almaty,2025-03-31
C1219,Customer_219,Corporate,Shymkent,2025-01-24
C1220,Customer_220,Corporate,Almaty,2025-09-08
C1221,Customer_221,Retail,Astana,2024-12-10
C1222,Customer_222,Retail,Almaty,2025-02-28
C1223,Customer_223,Retail,Shymkent,2024-11-28
C1224,Customer_224,Retail,Almaty,2025-10-24
C1225,Customer_225,Retail,Astana,2025-01-02
C1226,Customer_226,VIP,Shymkent,2025-04-13
C1227,Customer_227,Retail,Karaganda,2024-12-10
C1228,Customer_228,Corporate,Astana,2024-02-13
C1229,Customer_229,Corporate,Shymkent,2025-03-25
C1230,Customer_230,Corporate,Shymkent,2025-10-15
C1231,Customer_231,Retail,Karaganda,2025-09-23
C1232,Customer_232,Retail,Almaty,2025-01-19
C1233,Customer_233,Retail,Almaty,2024-06-07
C1234,Customer_234,Retail,Astana,2025-08-10
C1235,Customer_235,Corporate,Karaganda,2024-08-21
C1236,Customer_236,Retail,Almaty,2024-06-30
C1237,Customer_237,Retail,Karaganda,2025-11-19
C1238,Customer_238,Corporate,Almaty,2025-11-23
C1239,Customer_239,Retail,Shymkent,2024-12-15
C1240,Customer_240,VIP,Almaty,2024-02-22
C1241,Customer_241,VIP,Karaganda,2024-11-21
C1242,Customer_242,VIP,Shymkent,2024-06-11
C1243,Customer_243,Retail,Shymkent,2025-05-13
C1244,Customer_244,Retail,Shymkent,2024-08-16
C1245,Customer_245,VIP,Karaganda,2024-01-06
C1246,Customer_246,Retail,Astana,2024-10-14
C1247,Customer_247,VIP,Astana,2025-07-19
C1248,Customer_248,VIP,Astana,2025-03-10
C1249,Customer_249,Corporate,Karaganda,2024-11-21
C1250,Customer_250,Retail,Shymkent,2024-03-19
C1251,Customer_251,Retail,Astana,2024-04-20
C1252,Customer_252,Corporate,Karaganda,2024-06-13
C1253,Customer_253,Retail,Astana,2024-01-27
C1254,Customer_254,Retail,Almaty,2025-10-15
C1255,Customer_255,Retail,Astana,2024-12-22
C1256,Customer_256,VIP,Astana,2025-11-19
C1257,Customer_257,Corporate,Shymkent,2025-06-07
C1258,Customer_258,Retail,Karaganda,2024-06-14
C1259,Customer_259,Retail,Shymkent,2024-05-20
C1260,Customer_260,Corporate,Shymkent,2024-09-25
C1261,Customer_261,VIP,Shymkent,2024-03-10
C1262,Customer_262,Retail,Shymkent,2024-07-02
C1263,Customer_263,Retail,Shymkent,2025-01-27
C1264,Customer_264,Corporate,Astana,2025-03-29
C1265,Customer_265,Corporate,Shymkent,2024-12-07
C1266,Customer_266,Corporate,Shymkent,2025-06-14
C1267,Customer_267,Corporate,Karaganda,2024-10-10
C1268,Customer_268,Retail,Almaty,2025-10-11
C1269,Customer_269,Retail,Astana,2025-05-07
C1270,Customer_270,Corporate,Astana,2025-11-19
C1271,Customer_271,Corporate,Astana,2025-01-16
C1272,Customer_272,Corporate,Shymkent,2025-03-23
C1273,Customer_273,VIP,Shymkent,2024-11-18
C1274,Customer_274,Retail,Shymkent,2024-10-09
C1275,Customer_275,Retail,Karaganda,2024-06-03
C1276,Customer_276,Corporate,Almaty,2025-01-23
C1277,Customer_277,Corporate,Shymkent,2025-06-12
C1278,Customer_278,Corporate,Almaty,2025-07-30
C1279,Customer_279,Corporate,Karaganda,2024-05-15
C1280,Customer_280,Corporate,Astana,2024-06-25
C1281,Customer_281,Retail,Shymkent,2024-02-07
C1282,Customer_282,Retail,Almaty,2025-09-08
C1283,Customer_283,Retail,Almaty,2025-06-27
C1284,Customer_284,Retail,Shymkent,2024-08-20
C1285,Customer_285,Retail,Astana,2024-08-12
C1286,Customer_286,Retail,Astana,2025-11-02
C1287,Customer_287,Retail,Astana,2025-10-13
C1288,Customer_288,Retail,Karaganda,2025-11-28
C1289,Customer_289,Retail,Almaty,2024-09-27
C1290,Customer_290,Retail,Almaty,2024-01-13
C1291,Customer_291,Retail,Almaty,2025-05-14
C1292,Customer_292,Corporate,Karaganda,2024-11-12
C1293,Customer_293,Retail,Almaty,2024-03-02
C1294,Customer_294,Retail,Karaganda,2024-03-08
C1295,Customer_295,Retail,Astana,2025-02-28
C1296,Customer_296,Corporate,Shymkent,2025-05-02
C1297,Customer_297,Retail,Almaty,2025-02-12
C1298,Customer_298,Corporate,Almaty,2025-02-04
C1299,Customer_299,Retail,Astana,2025-03-09
C1300,Customer_300,Retail,Shymkent,2024-02-29
C1301,Customer_301,Retail,Karaganda,2025-07-26
C1302,Customer_302,Retail,Shymkent,2024-11-18
C1303,Customer_303,Corporate,Astana,2025-10-12
C1304,Customer_304,Corporate,Astana,2025-08-19
C1305,Customer_305,VIP,Shymkent,2025-10-20
C1306,Customer_306,Retail,Karaganda,2025-07-29
C1307,Customer_307,Retail,Karaganda,2025-03-18
C1308,Customer_308,Corporate,Almaty,2025-10-15
C1309,Customer_309,Retail,Karaganda,2024-04-03
C1310,Customer_310,Retail,Shymkent,2025-02-01
C1311,Customer_311,Retail,Astana,2024-03-09
C1312,Customer_312,Retail,Almaty,2025-06-26
C1313,Customer_313,VIP,Almaty,2025-03-12
C1314,Customer_314,Corporate,Astana,2024-08-06
C1315,Customer_315,Corporate,Karaganda,2024-08-23
C1316,Customer_316,Retail,Astana,2025-02-21
C1317,Customer_317,Retail,Karaganda,2024-02-27
C1318,Customer_318,Retail,Astana,2025-09-23
C1319,Customer_319,Retail,Shymkent,2025-11-25
C1320,Customer_320,Retail,Karaganda,2024-03-21
C1321,Customer_321,Corporate,Shymkent,2024-03-23
C1322,Customer_322,Corporate,Almaty,2024-03-13
C1323,Customer_323,Retail,Astana,2025-09-20
C1324,Customer_324,VIP,Almaty,2024-07-26
C1325,Customer_325,Corporate,Almaty,2024-01-15
C1326,Customer_326,Retail,Almaty,2025-05-23
C1327,Customer_327,Corporate,Almaty,2025-02-07
C1328,Customer_328,Retail,Astana,2024-01-04
C1329,Customer_329,Retail,Almaty,2025-01-25
C1330,Customer_330,Retail,Astana,2025-10-09
C1331,Customer_331,Corporate,Astana,2025-03-30
C1332,Customer_332,Retail,Shymkent,2024-10-28
C1333,Customer_333,Retail,Karaganda,2024-03-29
C1334,Customer_334,Retail,Karaganda,2024-07-27
C1335,Customer_335,Retail,Astana,2024-06-04
C1336,Customer_336,Corporate,Shymkent,2024-07-29
C1337,Customer_337,Corporate,Astana,2025-11-14
C1338,Customer_338,Retail,Astana,2024-02-04
C1339,Customer_339,Retail,Astana,2025-03-29
C1340,Customer_340,Retail,Shymkent,2024-11-01
C1341,Customer_341,Retail,Karaganda,2024-08-09
C1342,Customer_342,Retail,Shymkent,2025-11-21
C1343,Customer_343,Retail,Almaty,2024-03-05
C1344,Customer_344,Retail,Shymkent,2024-06-07
C1345,Customer_345,Corporate,Shymkent,2024-02-13
C1346,Customer_346,Corporate,Shymkent,2025-07-06
C1347,Customer_347,Retail,Shymkent,2025-06-28
C1348,Customer_348,Retail,Karaganda,2024-08-29
C1349,Customer_349,Corporate,Almaty,2024-01-20
C1350,Customer_350,Retail,Karaganda,2025-05-05
C1351,Customer_351,Corporate,Karaganda,2025-11-17
C1352,Customer_352,Corporate,Shymkent,2024-12-14
C1353,Customer_353,Retail,Astana,2025-02-16
C1354,Customer_354,Retail,Astana,2025-04-04
C1355,Customer_355,Corporate,Karaganda,2024-12-10
C1356,Customer_356,Retail,Karaganda,2025-06-10
C1357,Customer_357,Retail,Shymkent,2024-02-09
C1358,Customer_358,VIP,Karaganda,2025-11-10
C1359,Customer_359,Retail,Shymkent,2024-11-08
C1360,Customer_360,Retail,Astana,2025-04-07
C1361,Customer_361,Corporate,Astana,2025-01-31
C1362,Customer_362,Retail,Almaty,2024-09-26
C1363,Customer_363,Retail,Astana,2025-07-13
C1364,Customer_364,VIP,Karaganda,2025-02-23
C1365,Customer_365,Retail,Astana,2025-08-31
C1366,Customer_366,VIP,Shymkent,2025-10-06
C1367,Customer_367,VIP,Astana,2024-12-09
C1368,Customer_368,Retail,Almaty,2025-06-25
C1369,Customer_369,Retail,Astana,2025-09-18
C1370,Customer_370,Retail,Shymkent,2025-09-13
C1371,Customer_371,Retail,Shymkent,2025-08-05
C1372,Customer_372,Retail,Karaganda,2025-08-06
C1373,Customer_373,Corporate,Astana,2024-02-19
C1374,Customer_374,Retail,Shymkent,2025-08-15
C1375,Customer_375,Retail,Almaty,2025-01-17
C1376,Customer_376,Corporate,Karaganda,2024-09-20
C1377,Customer_377,Retail,Almaty,2024-10-17
C1378,Customer_378,Corporate,Astana,2024-06-19
C1379,Customer_379,Retail,Astana,2024-09-30
C1380,Customer_380,Retail,Astana,2025-04-24
C1381,Customer_381,Corporate,Karaganda,2024-10-08
C1382,Customer_382,Corporate,Shymkent,2025-07-04
C1383,Customer_383,Corporate,Karaganda,2025-04-26
C1384,Customer_384,Corporate,Almaty,2024-07-30
C1385,Customer_385,Corporate,Karaganda,2025-07-01
C1386,Customer_386,Retail,Almaty,2025-10-23
C1387,Customer_387,Retail,Karaganda,2025-05-26
C1388,Customer_388,Corporate,Shymkent,2025-05-16
C1389,Customer_389,Corporate,Almaty,2025-10-14
C1390,Customer_390,VIP,Astana,2024-04-04
C1391,Customer_391,Retail,Astana,2024-09-29
C1392,Customer_392,Retail,Karaganda,2025-07-29
C1393,Customer_393,Corporate,Astana,2024-04-29
C1394,Customer_394,Retail,Almaty,2025-01-08
C1395,Customer_395,VIP,Astana,2024-02-06
C1396,Customer_396,Corporate,Shymkent,2025-10-02
C1397,Customer_397,Retail,Shymkent,2024-07-05
C1398,Customer_398,Corporate,Karaganda,2025-02-09
C1399,Customer_399,Corporate,Almaty,2024-11-26
C1400,Customer_400,Retail,Shymkent,2025-01-30
C1401,Customer_401,VIP,Shymkent,2025-10-24
C1402,Customer_402,Retail,Almaty,2025-09-29
C1403,Customer_403,Corporate,Astana,2025-08-09
C1404,Customer_404,Retail,Astana,2024-01-27
C1405,Customer_405,Corporate,Karaganda,2024-12-07
C1406,Customer_406,Retail,Astana,2024-10-15
C1407,Customer_407,Retail,Almaty,2024-04-11
C1408,Customer_408,VIP,Shymkent,2024-10-20
C1409,Customer_409,Retail,Astana,2025-01-21
C1410,Customer_410,Retail,Karaganda,2025-06-12
C1411,Customer_411,VIP,Astana,2024-10-28
C1412,Customer_412,VIP,Almaty,2025-10-02
C1413,Customer_413,Retail,Karaganda,2025-05-09
C1414,Customer_414,Corporate,Astana,2024-02-21
C1415,Customer_415,Retail,Karaganda,2024-03-19
C1416,Customer_416,Retail,Almaty,2025-06-24
C1417,Customer_417,Retail,Shymkent,2024-03-18
C1418,Customer_418,Corporate,Almaty,2025-05-07
C1419,Customer_419,Corporate,Almaty,2025-05-19
C1420,Customer_420,Corporate,Almaty,2025-03-17
C1421,Customer_421,Corporate,Almaty,2024-10-30
C1422,Customer_422,Retail,Shymkent,2025-03-09
C1423,Customer_423,Retail,Shymkent,2025-04-02
C1424,Customer_424,Retail,Karaganda,2025-11-01
C1425,Customer_425,Retail,Astana,2025-03-21
C1426,Customer_426,Retail,Shymkent,2024-10-19
C1427,Customer_427,Corporate,Shymkent,2024-11-11
C1428,Customer_428,Retail,Astana,2024-12-15
C1429,Customer_429,Retail,Shymkent,2025-04-10
C1430,Customer_430,Retail,Almaty,2025-05-11
C1431,Customer_431,Corporate,Almaty,2024-12-03
C1432,Customer_432,Corporate,Astana,2024-03-23
C1433,Customer_433,Retail,Karaganda,2024-07-12
C1434,Customer_434,Retail,Karaganda,2025-02-12
C1435,Customer_435,Corporate,Astana,2024-10-28
C1436,Customer_436,Retail,Astana,2024-03-21
C1437,Customer_437,Corporate,Almaty,2025-01-18
C1438,Customer_438,Corporate,Karaganda,2024-10-31
C1439,Customer_439,Retail,Shymkent,2024-09-25
C1440,Customer_440,Retail,Almaty,2024-02-29
C1441,Customer_441,VIP,Astana,2025-07-06
C1442,Customer_442,Retail,Karaganda,2025-04-02
C1443,Customer_443,Retail,Shymkent,2025-08-13
C1444,Customer_444,Corporate,Shymkent,2025-11-05
C1445,Customer_445,VIP,Almaty,2025-11-17
C1446,Customer_446,VIP,Karaganda,2025-04-23
C1447,Customer_447,Corporate,Karaganda,2025-10-03
C1448,Customer_448,Retail,Astana,2025-11-30
C1449,Customer_449,Retail,Karaganda,2024-11-28
C1450,Customer_450,Corporate,Karaganda,2025-08-31
C1451,Customer_451,Retail,Almaty,2024-10-23
C1452,Customer_452,Retail,Karaganda,2025-05-02
C1453,Customer_453,VIP,Shymkent,2024-11-27
C1454,Customer_454,Retail,Almaty,2025-09-24
C1455,Customer_455,Retail,Almaty,2025-09-12
C1456,Customer_456,Retail,Astana,2025-02-02
C1457,Customer_457,Retail,Karaganda,2025-06-26
C1458,Customer_458,Retail,Astana,2025-04-17
C1459,Customer_459,Retail,Shymkent,2024-02-06
C1460,Customer_460,Retail,Almaty,2024-07-27
C1461,Customer_461,Corporate,Almaty,2024-07-05
C1462,Customer_462,Corporate,Almaty,2024-09-05
C1463,Customer_463,Retail,Shymkent,2025-09-16
C1464,Customer_464,VIP,Shymkent,2024-11-13
C1465,Customer_465,Retail,Astana,2024-11-12
C1466,Customer_466,Retail,Astana,2025-01-01
C1467,Customer_467,Corporate,Astana,2025-08-14
C1468,Customer_468,Retail,Karaganda,2024-04-02
C1469,Customer_469,VIP,Almaty,2024-09-19
C1470,Customer_470,Retail,Almaty,2025-03-29
C1471,Customer_471,VIP,Astana,2024-01-30
C1472,Customer_472,Retail,Almaty,2024-10-19
C1473,Customer_473,Corporate,Astana,2024-06-16
C1474,Customer_474,Retail,Karaganda,2025-07-25
C1475,Customer_475,VIP,Karaganda,2025-09-15
C1476,Customer_476,Retail,Shymkent,2025-10-03
C1477,Customer_477,Retail,Karaganda,2025-01-15
C1478,Customer_478,VIP,Astana,2025-01-01
C1479,Customer_479,Retail,Karaganda,2025-09-10
C1480,Customer_480,Corporate,Shymkent,2024-01-22
C1481,Customer_481,Corporate,Almaty,2024-04-19
C1482,Customer_482,Retail,Astana,2024-07-01
C1483,Customer_483,Corporate,Almaty,2024-03-23
C1484,Customer_484,Retail,Shymkent,2024-07-13
C1485,Customer_485,VIP,Shymkent,2024-05-16
C1486,Customer_486,Retail,Shymkent,2025-03-17
C1487,Customer_487,Retail,Almaty,2025-09-14
C1488,Customer_488,VIP,Almaty,2025-06-16
C1489,Customer_489,Corporate,Almaty,2024-12-03
C1490,Customer_490,Retail,Almaty,2024-12-01
C1491,Customer_491,Corporate,Shymkent,2025-06-24
C1492,Customer_492,Retail,Shymkent,2025-03-11
C1493,Customer_493,Retail,Astana,2024-06-21
C1494,Customer_494,Retail,Astana,2024-10-24
C1495,Customer_495,Retail,Almaty,2024-11-02
C1496,Customer_496,Retail,Karaganda,2024-03-13
C1497,Customer_497,Retail,Karaganda,2025-09-05
C1498,Customer_498,VIP,Shymkent,2024-04-02
C1499,Customer_499,VIP,Shymkent,2024-05-05
